"title","date_time_begin","date_time_end","url","location_name","location_lat","location_lng","tags"
"Innovative Unternehmer: Der Weg in die Selbstständigkeit mit Venture Capital - Höhen und Tiefen des Unternehmerseins","2011-06-16T17:30:00","2011-06-16T19:00:00","http://www.unternehmertum.de/files/C0A80072012F71BD728EB7CE01BCD14B.pdf","TU München, Arcisstr","48.1484038","11.5674716","innovation|tum"
"Cloud mit Amazon und Eucalyptus","2011-06-16T18:00:00","2011-06-16T19:00:00","http://blog.mayflower.de/archives/706-Cloud-mit-Amazon-und-Eucalyptus-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422","cloud|eucalyptus|ec2"
"JBoss in the Cloud - Action","2011-06-16T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197","jboss|cloud"
"OSM Hack Weekend München","2011-06-18T10:00:00","2011-06-19T16:00:00","http://wiki.openstreetmap.org/wiki/OSM_Hack_Weekend_M%C3%BCnchen","","","","openstreetmap"
"Munich NetBeans Day","2011-06-18T14:00:00","2011-06-18T17:00:00","http://netbeans.dzone.com/announcements/adam-bien-and-kirk-pepperdine","","","","java"
"Eclipse Demo Camps Indigo 2011","2011-06-20T17:00:00","2011-06-20T23:00:00","http://wiki.eclipse.org/Eclipse_DemoCamps_Indigo_2011/Muenchen","Siemens AG, Forum 1","48.0916607","11.6472888","eclipse"
"CPU-Update 2011","2011-06-20T19:00:00","2011-06-20T19:00:00","http://www.guug.de/lokal/muenchen/index.html","","","","cpu|hardware"
"OWASP Stammtisch","2011-06-21T19:00:00","2011-06-21T22:00:00","https://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#Der_24._M.C3.BCnchner_OWASP_Stammtisch_am_21.06.2011","Cafe Waldfrieden","48.1092283","11.5024894","it security"
"TechTalk Magento","2011-06-21T19:00:00","","http://www.opensourceschool.de/techtalks/gratis/schulung/techtalk-magento-eintritt-frei/","Open Source School","48.1510227","11.5757012","zend|magento|ecommerce|php|webshop"
"BICCtalk Smart Mobile Apps","2011-06-27T17:00:00","2011-06-27T19:00:00","http://bicc-net.de/termine/termin/bicctalk-smart-mobile-apps/","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485","mobile"
"MOGDy-Day","2011-06-27T18:00:00","2011-06-27T21:30:00","http://www.it-muenchen-blog.de/2011/06/mogdy-day/","","","","open government|open data"
"Gradle","2011-06-27T19:00:00","2011-06-27T21:00:00","http://haug-server.dyndns.org/display/JUGM/JUGM+Termine","Firma mgm technology partners","48.1881217","11.5856197","java"
"Munich MongoDB User Group: First Meetup","2011-06-28T19:00:00","2011-06-28T22:00:00","https://www.xing.com/events/munich-mongodb-user-group-meetup-781984","comSysto GmbH / Münchner Technologiezentrum","48.1743891","11.5326787","mongodb"
"Informelles Android & GTUG Treffen München","2011-06-28T19:00:00","2011-06-28T22:00:00","https://www.xing.com/events/informelles-android-gtug-treffen-munchen-781744","Niederlassung","48.1326463388","11.5771876145","android"
"gute DIENSTLEISTUNG – eine KUNST!","2011-06-30T11:00:00","2011-07-01T14:00:00","http://bicc-net.de/termine/termin/gute-dienstleistung-eine-kunst/","KULTURZENTRUM MESSESTADT MÜNCHEN","48.1314825","11.6930727","projektmanagement|dienstleistung"
"Jenkins Treffen","2011-06-30T15:00:00","2011-06-30T20:30:00","https://www.xing.com/events/jenkins-treffen-munchen-30-06-2011-776226","TNG Technology Consulting GmbH","48.1859589","11.6545939","jenkins|hackathon|continuous integration|open source|java|hudson|continuous deployment|agile entwicklung|workshop|continuous delivery"
"Münchner Science Slam und Wissenschaftsdialog","2011-06-30T19:00:00","2011-06-30T21:00:00","http://www.mpp.mpg.de/veranstaltungen/populaerWissenschaftlicheVeranstaltungen/2011/20110630/","Max-Planck-Institut für Physik (Werner-Heisenberg-Institut)","48.1856851","11.6125814","physik"
"Developer Day Intel AppUp Application Lab: MeeGo Series","2011-07-01T11:30:00","2011-07-01T19:30:00","http://www.mobile-monday.de/events/developer-day-intel-appup","Kongress Bar","48.13184","11.54454","mobile|meego"
"Open-Source-Treffen","2011-07-01T18:00:00","2011-07-01T22:00:00","http://www.opensourcetreffen.de/?file=3-termine.php","Café Netzwerk","48.14403","11.56236","open source"
"RailsCamp München","2011-07-02T09:00:00","2011-07-03T18:00:00","http://rcmuc.mixxt.com/","Sonnenstraße 32","48.1343602","11.5656712","rails"
"Der Bahnsteig als Bühne: U-Bahnhof Münchner Freiheit und Westfriedhof mit Ingo Maurer","2011-07-03T10:00:00","2011-07-03T12:00:00","http://www.tgm-online.de/tgm/veranstaltungen_detail_sonder.php?art=sonder&id=470","","","","typographie|licht"
"Wettbewerb und Medialisierung in deutschen Kommunen. Skizze einer komparativen Analyse lokaler politischer Kommunikationskulturen","2011-07-04T18:00:00","","http://www.mcg.uni-muenchen.de/aktuelles/news/mo_kol_wiater/montagskoll_ss2011.pdf","Münchner Centrum für Governance-Forschung (MCG)","48.1458071","11.5821207","governance"
"Munich TYPO3 Usergroup","2011-07-05T19:00:00","2011-07-05T23:00:00","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","typo3|php|cms"
"Einführung in die Mobile Entwicklung mit Flex 4.5","2011-07-05T19:00:00","2011-07-05T21:00:00","http://www.fugmuc.de/einfuhrung-in-die-mobile-entwicklung-mit-flex-45_775.html","reppa.net GmbH","48.1484854","11.5961989","flex|flash"
"Augmented Reality Stammtisch München","2011-07-05T19:30:00","2011-07-05T21:30:00","http://www.augmented.org/blog/augmented-reality-stammtisch-munchen/","Restaurant Wassermann","48.1286891","11.5752656","augmented reality"
"Zukunft bauen: Über die Verbindung von kulturellem und ökologischem Denken","2011-07-05T19:30:00","2011-07-05T21:30:00","http://www.tgm-online.de/tgm/veranstaltungen_detail.php?art=vortrag&id=473","Haus der Architektur, Großer Saal	","48.15783","11.53122","energie"
"Drupal Social Networking Stammtisch","2011-07-06T19:00:00","2011-07-06T21:00:00","http://groups.drupal.org/node/154894","Ludwigs","48.13548","11.57717","drupal"
"Münchner Stammtisch für Computerlinguistik und Sprachverarbeitung","2011-07-06T19:00:00","2011-07-06T22:00:00","https://www.xing.com/net/computerlinguistikstammtisch","Königin43","48.1503032","11.5844514","computerlinguistik"
"JavaScript Meetup","2011-07-06T19:00:00","2011-07-06T19:00:00","http://www.munichjs.org/meetups/?event_id=8","SpinSoft IT Solutions GmbH","48.1222772","11.5649256","javascript"
"IT-Brunch München: Open Source – Ewiger Geheimtipp oder echte Alternative?","2011-07-07T07:45:00","2011-07-07T10:30:00","http://www.it-brunch.net/index.php?id=398","Siemens Conference Center","","","open source"
"Innovative Unternehmer: Enable2start","2011-07-07T17:30:00","2011-07-07T19:00:00","http://www.unternehmertum.de/files/C0A80072012F71BD728EB7CE01BCD14B.pdf","TU München, Arcisstr","48.1484038","11.5674716","innovation|tum"
"GameCamp","2011-07-09T08:30:00","2011-07-10T18:00:00","http://www.gamecampmunich.de/","Mediadesign Hochschule","48.1165888","11.603602","games"
"TypeRide - Typografische Radtour mit Oliver Linke","2011-07-10T14:00:00","2011-07-10T16:00:00","http://www.tgm-online.de/tgm/veranstaltungen_detail_sonder.php?art=tob&id=471","","","","typographie"
"µc³ Öffentliches Treffen","2011-07-12T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","ccc"
"Nerd Nite","2011-07-12T20:00:00","2011-07-12T23:00:00","http://muenchen.nerdnite.com/","","","","nerds"
"Joomla User Group","2011-07-13T18:00:00","2011-07-13T20:00:00","http://www.jug-muenchen.de/termine/viewevent.html?eventid=11","Augustiner-Keller","48.1429741","11.5516535","joomla"
"Erster Blick auf Final Cut Pro X","2011-07-13T19:00:00","","https://www.xing.com/events/blick-final-cut-pro-789070","Gaststätte ""Goldener Hirsch""","48.1496911","11.5285779","film"
"JavaScript Hack Night","2011-07-13T19:00:00","2011-07-13T23:00:00","http://www.munichjs.org/meetups/?event_id=19","Catenate","48.1625016","11.5640387","javascript"
"Agilität, Exzellenz und Fehler","2011-07-14T18:00:00","2011-07-14T19:00:00","http://blog.mayflower.de/archives/720-Agilitaet,-Exzellenz-und-Fehler-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422","agile"
"OpenStreetMap Treffen","2011-07-14T19:00:00","","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Laab","48.1226483296355","11.5886438310924","openstreetmap"
"GTUG Treffen","2011-07-14T19:00:00","","http://munich.gtugs.org/home/naechstestreffendergtug14juli2011","Google Germany GmbH","48.138594","11.57731","gtug|gtug munich|gtugmuc|ios|payment|googleplus|android"
"Houdini Meeting","2011-07-14T20:00:00","2011-07-14T23:45:00","https://www.xing.com/events/4-houdini-meeting-2011-munchen-do-14-07-11-784910","Leo's Lounge","48.1259634","11.598111","houdini"
"Munich Linux Night","2011-07-15T19:00:00","","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327","linux|ubuntu"
"Echtzeitsuche in Hadoop ","2011-07-18T19:00:00","2011-07-18T19:00:00","http://haug-server.dyndns.org/display/JUGM/JUGM+Termine","Firma mgm technology partners","48.1881217","11.5856197","hadoop|lucene"
"3. Limited WIP Society München Treffen","2011-07-18T19:00:00","","http://limitedwipsocietymuc.mixxt.de/networks/events/show_event.43916","Konferenzzentrum Rubenbauer","48.1400673060131","11.5593284368515","kanban"
"OWASP Stammtisch","2011-07-19T19:00:00","","https://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#Der_25._M.C3.BCnchner_OWASP_Stammtisch_am_19.07.2011","Cafe Waldfrieden","48.1092283","11.5024894","it security"
"Drupal User Group München Treffen am 20. Juli 2011 im Eine Welt Haus","2011-07-20T19:00:00","2011-07-20T21:00:00","http://groups.drupal.org/node/162394","Eine Welt Haus","48.1378097","11.5530738","rest|ajax|fivestar|css|json|web services|jquery mobile|keywords: phonegap|drupal"
"Besichtigung des Praterkraftwerks","2011-07-21T18:00:00","2011-07-21T20:00:00","http://www.gpm-ipma.de/events/veranstaltungsdetails/event/besichtigung-des-praterkraftwerks.html","Unions-Bräu Haidhausen","48.1354295524732","11.6008529507231","energie"
"MunichJS Hack Evening","2011-07-21T19:00:00","2011-07-21T23:00:00","http://groups.google.com/group/munichjs/browse_thread/thread/48d89094211656f1/6d6bb6d35a960ba4","coworkingmunich.de","48.1343602","11.5656712","javascript"
"50 Jahre Perry Rhodan: »Unternehmen Stardust«","2011-07-21T20:30:00","2011-07-21T23:00:00","http://www.literaturhaus-muenchen.de/programm/veranstaltung.asp?ID=8470","Literaturhaus München","48.1418132","11.5750198","literatur"
"Open-Source-Treffen","2011-07-22T18:00:00","2011-07-22T22:00:00","http://www.opensourcetreffen.de/?file=3-termine.php","Café Netzwerk","48.14403","11.56236","open source"
"Mobile Everywhere & First?","2011-07-25T17:30:00","2011-07-25T22:00:00","http://www.mobile-monday.de/events/mobile-everywhere-first-momo","Hotel Eurostar Grand Central","48.1438525","11.546522","mobile"
"Medien im Politischen Prozess","2011-07-25T18:00:00","","http://www.mcg.uni-muenchen.de/aktuelles/news/mo_kol_wiater/montagskoll_ss2011.pdf","Münchner Centrum für Governance-Forschung (MCG)","48.1458071","11.5821207","governance"
"Webmontag München","2011-07-25T19:00:00","2011-07-25T23:00:00","http://www.webmontag.de/location/muenchen/index","Mediadesign Hochschule","48.1165888","11.603602","web|social media"
"Webmontag München","2011-07-25T19:00:00","2011-07-25T23:00:00","http://www.webmontag.de/location/muenchen/index","Mediadesign Hochschule","48.1165888","11.603602","web|social media"
"2. Münchner Bitcoin Treffen","2011-07-27T18:00:00","","http://www.doodle.com/5774akc3xidfctm5","","","","bitcoin"
"GTUG Stammtisch","2011-07-27T19:00:00","","http://munich.gtugs.org/","niederlassung","","","android|gtug|gtugmuc|gtug munich"
"Opportunities and Risk Management","2011-07-28T18:00:00","2011-07-28T19:00:00","http://blog.mayflower.de/archives/727-Opportunities-and-Risk-Management-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422","project management|serious games|risk management"
"Java Coding Dojo","2011-07-28T19:00:00","2011-07-28T22:00:00","https://www.xing.com/events/java-coding-dojo-788954","improuv GmbH, 4.OG","48.1157315","11.5896022","java"
"hack a noon","2011-07-29T12:00:00","2011-07-29T19:00:00","http://hackanoon.com/","Combinat 56","48.1635557635","11.5583306551","hackathon"
"PHP UG BarCamp-Style","2011-07-29T18:30:00","2011-07-29T23:30:00","https://www.xing.com/events/php-ug-barcamp-style-794001","coworkingmunich.de","48.1343602","11.5656712","php"
"PowerPoint Karaoke","2011-07-31T17:00:00","","http://blog.hackingatcdtm.eu/?page_id=39","CDTM","48.1459668","11.5696282","powerpoint|karaoke|präsentation"
"Nagios Stammtisch","2011-08-01T18:00:00","2011-08-01T20:00:00","http://www.nagios-portal.org/wbb/index.php?page=Thread&threadID=10837&pageNo=20","Firma ConSol","48.12526","11.58897","nagios|monitoring"
"Plone/Zope User Group München","2011-08-02T18:30:00","","http://www.plone.de/termine/treffen-in-muenchen-kw-31-2011","Institut für Informatik der LMU","48.149749","11.594388","python|web|münchen|plone|zope"
"Munich TYPO3 Usergroup","2011-08-02T19:00:00","2011-08-02T23:00:00","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","web|php|typo3|socializing|cms"
"bratwurst.js","2011-08-03T19:00:00","2011-08-03T22:00:00","http://www.munichjs.org/meetups/","TNG Technology Consulting GmbH","48.1859589","11.6545939","javascript|grillen"
"TEX-STAMMTISCH","2011-08-03T19:00:00","2011-08-03T22:00:00","http://www.siart.de/typografie/stammtisch.xhtml","Wirtshaus »Zum Brünnstein«","48.1293641902","11.6051305934","tex"
"Laserabend","2011-08-03T20:00:00","2011-08-03T23:00:00","http://wiki.fablab-muenchen.de/display/WIKI/Programm","FabLab München e.V.","48.148962189","11.5421193838","lasercutter"
"DEVOPS FÜR PHP","2011-08-04T18:00:00","2011-08-04T19:00:00","http://blog.mayflower.de/archives/729-Devops-fuer-PHP-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422","php"
"hack a noon","2011-08-05T12:00:00","2011-08-05T19:00:00","http://hackanoon.com/","Combinat 56","48.1635557635","11.5583306551","hackathon"
"GameDevMuc","2011-08-08T18:00:00","2011-08-08T21:00:00","http://gamedevmuc.de/","San Franzisco Coffee Company","48.1438442","11.5782503","games"
"Agile Tuesday: Visualisierung im Sprint","2011-08-09T19:00:00","","http://agiletuesday.org/?q=node/19","Hacker Pschorr Bräuhaus","48.1361223","11.5478647","agile|projektmanagement"
"µc³ Öffentliches Treffen","2011-08-09T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","ccc"
"Erfolgreich Verhandeln: Das Harvard Konzept","2011-08-11T18:00:00","2011-08-11T19:00:00","http://blog.mayflower.de/archives/734-Erfolgreich-Verhandeln-Das-Harvard-Konzept-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422","projektmanagement"
"Munich Linux Night","2011-08-12T19:00:00","2011-08-12T20:00:00","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327","linux"
"Plone User Treffen","2011-08-16T18:30:00","2011-08-16T22:59:00","http://www.plone.de/termine/treffen-in-muenchen-kw-31-2011","LMU (Informatik)","48.1500233","11.5942831","web|python|münchen|plone"
"OpenStreetmap Stammtisch","2011-08-16T19:00:00","2011-08-16T21:00:00","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Laab","48.1225616","11.5885702","openstreetmap"
"OWASP Stammtisch","2011-08-16T19:00:00","2011-08-16T21:00:00","https://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#Der_26._M.C3.BCnchner_OWASP_Stammtisch_am_16.08.2011","Cafe Waldfrieden","48.1092283","11.5024894","it security"
"Joomla User Group","2011-08-17T18:00:00","2011-08-17T20:00:00","http://www.jug-muenchen.de/termine/viewevent.html?eventid=12","Augustiner-Keller","48.1429741","11.5516535","joomla"
"Java SE 7 Launch Event","2011-08-17T18:30:00","2011-08-17T22:00:00","http://mydoag.doag.org/termine/termine.php?tid=429156","","","","java"
"Scrumtisch am Starnberger See","2011-08-17T19:00:00","2011-08-17T22:00:00","https://www.xing.com/events/scrumtisch-starnberger-see-799192","","","","agile|scrum"
"Drupal User Group München Treffen am 17. August 2011 im EWH","2011-08-17T19:00:00","2011-08-17T21:00:00","http://groups.drupal.org/node/168624","Eine Welt Haus","48.1378097","11.5530738","cms|drupal|stammtisch|user group"
"webOS Meetup München","2011-08-18T18:00:00","2011-08-18T22:00:00","https://www.xing.com/events/webos-meetup-munchen-795901","Café Paulo","48.1516747","11.5767417","webos"
"5. Houdini Meeting 2011","2011-08-18T20:00:00","2011-08-18T23:45:00","https://www.xing.com/events/5-houdini-meeting-2011-munchen-do-18-08-11-798837","","","","animation"
".NET Coding Dojo - Katas over Munich","2011-08-22T18:00:00","2011-08-22T22:30:00","https://www.xing.com/events/net-coding-dojo-katas-over-munich-800327","","","",".net|dojo"
"MunichPHP-Montag","2011-08-22T18:30:00","2011-08-22T23:30:00","https://www.xing.com/events/munichphp-montag-799578","coworkingmunich.de","48.1343602","11.5656712","php|devop|agile"
